ID,ENTRYTYPE,title,author,year,journal,booktitle,volume,number,pages,doi,url,abstract,aggregating_evidence,cited_by,colrev.dblp.dblp_key,colrev_data_provenance,colrev_masterdata_provenance,colrev_origin,colrev_status,curation_id,goal_rowe,language,literature_review,lr_type_pare_et_al,note,r_agenda,r_agenda_levels,r_gaps,synthesis,theory_building,topic
LinCaliffFeatherman2012,inproceedings,Gender Differences in IS - A literature Review,"Lin, Xiaolin and Califf, Christopher B. and Featherman, Mauricio",2012,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2012/proceedings/SocialIssues/20,,,,https://dblp.org/rec/conf/amcis/LinCF12,"{'url': {'source': 'md_curated.bib/000193', 'note': ''}, 'language': {'source': 'md_curated.bib/000193', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000150', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000193|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000150', 'md_curated.bib/000193', 'md_dblp.bib/000193']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#LinCaliffFeatherman2012,,eng,,,,,,,,,
LinSuh2021,inproceedings,The Role of Spatial Ability in Learning with Virtual Reality - A Literature Review,"Lin, Yongqian and Suh, Ayoung",2021,,Hawaii International Conference on System Sciences,,,,,http://hdl.handle.net/10125/70622,,,,https://dblp.org/rec/conf/hicss/LinS21,"{'url': {'source': 'md_curated.bib/000263', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000282', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000263|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000282', 'md_crossref.bib/000060', 'md_curated.bib/000263', 'md_dblp.bib/000265']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#LinSuh2021,,eng,,,,,,,,,
LinVaia2015,inproceedings,The Concept of Governance in IT Outsourcing - A Literature Review,"Lin, Tingting and Vaia, Giovanni",2015,,European Conference on Information Systems,,,,,http://aisel.aisnet.org/ecis2015_cr/123,,,,https://dblp.org/rec/conf/ecis/LinV15,"{'url': {'source': 'md_curated.bib/000030', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000080', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000030|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/european-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000080', 'md_curated.bib/000030', 'md_dblp.bib/000031']",md_prepared,https://github.com/CoLRev-curations/european-conference-on-information-systems#LinVaia2015,,eng,,,,,,,,,
LindenSchmidt2016,inproceedings,Innovation Wanted - a literature Review on Innovation Sourcing Engagements,"Linden, Robert and Schmidt, Nikolaus",2016,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2016/83,,,,https://dblp.org/rec/conf/pacis/LindenS16,"{'url': {'source': 'md_curated.bib/000347', 'note': ''}, 'language': {'source': 'md_curated.bib/000347', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000357', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000347|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000357', 'md_curated.bib/000347', 'md_dblp.bib/000344']",md_prepared,https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems#LindenSchmidt2016,,eng,,,,,,,,,
LintulaTuunanenSalo2017,inproceedings,Conceptualizing the Value Co-Destruction Process for Service Systems - Literature Review and Synthesis,"Lintula, Juuli and Tuunanen, Tuure and Salo, Markus",2017,,Hawaii International Conference on System Sciences,,,,,http://hdl.handle.net/10125/41350,,,,https://dblp.org/rec/conf/hicss/LintulaTS17,"{'url': {'source': 'md_curated.bib/000269', 'note': ''}, 'language': {'source': 'md_curated.bib/000269', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000283', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000269|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000283', 'md_crossref.bib/000062', 'md_curated.bib/000269', 'md_dblp.bib/000267']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#LintulaTuunanenSalo2017,,eng,,,,,,,,,
Little2011,inproceedings,"Knowledge, Intellectual Capital, and Protection - A Literature Review","Little, Todd A.",2011,,Hawaii International Conference on System Sciences,,,,10.1109/HICSS.2011.278,https://ieeexplore.ieee.org/document/5718987,,,,https://dblp.org/rec/conf/hicss/Little11,"{'doi': {'source': 'md_curated.bib/000271', 'note': ''}, 'url': {'source': 'https://www.doi.org/10.1109/HICSS.2011.278', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000284', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000271|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000284', 'md_crossref.bib/000065', 'md_curated.bib/000271', 'md_dblp.bib/000273']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#Little2011,,eng,,,,,,,,,
LiuWeistroffer2017,inproceedings,Is System Quality Irrelevant to System Use? - A Literature Review of the Relationship Between System Quality and System Use,"Liu, Dapeng and Weistroffer, Heinz Roland",2017,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2017/ITProjMgmt/Presentations/2,,,,https://dblp.org/rec/conf/amcis/LiuW17,"{'url': {'source': 'md_curated.bib/000123', 'note': ''}, 'language': {'source': 'md_curated.bib/000123', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000151', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000123|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000151', 'md_curated.bib/000123', 'md_dblp.bib/000121']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#LiuWeistroffer2017,,eng,,,,,,,,,
LobbersSiegfried2018,inproceedings,Toward a Unified View of IS Certification - A Structured Literature Review on Theoretical Lenses,"Löbbers, Julian and Siegfried, Nils",2018,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2018_rp/16,,,,https://dblp.org/rec/conf/ecis/LobbersS18,"{'url': {'source': 'md_curated.bib/000035', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000081', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000035|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/european-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000081', 'md_curated.bib/000035', 'md_dblp.bib/000036']",md_prepared,https://github.com/CoLRev-curations/european-conference-on-information-systems#LobbersSiegfried2018,,eng,,,,,,,,,
LongTheNguyenHess2020,inproceedings,Motivation to Use IS - A Literature Review,"Nguyen, Long The and Hess, Traci J.",2020,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2020/meta_research_is/meta_research_is/3,,,,https://dblp.org/rec/conf/amcis/NguyenH20,"{'url': {'source': 'md_curated.bib/000125', 'note': ''}, 'language': {'source': 'md_curated.bib/000125', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000152', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000125|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000152', 'md_curated.bib/000125', 'md_dblp.bib/000123']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#LongTheNguyenHess2020,,eng,,,,,,,,,
LuGallupe2016,inproceedings,Post-Adoption of Social Network sites - a literature Review and a Process Framework,"Lu, Yuan and Gallupe, R. Brent",2016,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2016/329,,,,https://dblp.org/rec/conf/pacis/LuG16,"{'url': {'source': 'md_curated.bib/000348', 'note': ''}, 'language': {'source': 'md_curated.bib/000348', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000358', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000348|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000358', 'md_curated.bib/000348', 'md_dblp.bib/000348']",md_prepared,https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems#LuGallupe2016,,eng,,,,,,,,,
LuckeKrellLechner2010,inproceedings,Critical Issues in Enterprise Architecting - A Literature Review,"Lucke, Carsten and Krell, Sascha and Lechner, Ulrike",2010,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2010/305,,,,https://dblp.org/rec/conf/amcis/LuckeKL10,"{'url': {'source': 'md_curated.bib/000127', 'note': ''}, 'language': {'source': 'md_curated.bib/000127', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000153', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000127|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000153', 'md_curated.bib/000127', 'md_dblp.bib/000125']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#LuckeKrellLechner2010,,eng,,,,,,,,,
Lumor2019,inproceedings,Factors that Influence Information Technology Use during Post-Implementation - a literature Review,"Lumor, Truth",2019,,European Conference on Information Systems,,,,,https://aisel.aisnet.org/ecis2019_rp/128,,,,https://dblp.org/rec/conf/ecis/Lumor19,"{'url': {'source': 'md_curated.bib/000040', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000082', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000040|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/european-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000082', 'md_curated.bib/000040', 'md_dblp.bib/000041']",md_prepared,https://github.com/CoLRev-curations/european-conference-on-information-systems#Lumor2019,,eng,,,,,,,,,
LuoChien2021,inproceedings,Factors Affecting Negative E-WOM - A Literature Review and Merged Model,"Luo, Margaret Meiling and Chien, Chih-Chia",2021,,Hawaii International Conference on System Sciences,,,,,http://hdl.handle.net/10125/71131,,,,https://dblp.org/rec/conf/hicss/LuoC21,"{'url': {'source': 'md_curated.bib/000277', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000285', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000277|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000285', 'md_crossref.bib/000071', 'md_curated.bib/000277', 'md_dblp.bib/000278']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#LuoChien2021,,eng,,,,,,,,,
Ma2004,article,The Technology Acceptance Model: A Meta-Analysis of Empirical Findings,"Ma, Qingxiong and Liu, Liping",2004,Journal of Organizational and End User Computing,,16,1,59--72,,,,True,,,,,,,,Testing,,,meta-analysis,,False,none,False,True,False,"Technology Acceptance, and Use"
MadanianSubasinghageTachiona2021,inproceedings,Critical Success Factors of Agile ERP Development and Implementation Projects - A Systematic Literature Review,"Madanian, Samaneh and Subasinghage, Maduka and Tachiona, Shingai Conrad",2021,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2021/211,,,,https://dblp.org/rec/conf/pacis/MadanianST21,"{'url': {'source': 'md_curated.bib/000351', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000359', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000351|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000359', 'md_curated.bib/000351', 'md_dblp.bib/000351']",md_prepared,https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems#MadanianSubasinghageTachiona2021,,eng,,,,,,,,,
MadhalaLiHelander2021,inproceedings,Understanding the Antecedents and Consequences of Data Analytics Capabilities - A Literature Review in IS field,"Madhala, Prashanth and Li, Hongxiu and Helander, Nina",2021,,Pacific Asia Conference on Information Systems,,,,,https://aisel.aisnet.org/pacis2021/49,,,,https://dblp.org/rec/conf/pacis/MadhalaLH21,"{'url': {'source': 'md_curated.bib/000354', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000360', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000354|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000360', 'md_curated.bib/000354', 'md_dblp.bib/000355']",md_prepared,https://github.com/CoLRev-curations/pacific-asia-conference-on-information-systems#MadhalaLiHelander2021,,eng,,,,,,,,,
MadlbergerRoztocki2008,inproceedings,Cross-Organizational and Cross-Border IS/IT Collaboration - A Literature Review,"Madlberger, Maria and Roztocki, Narcyz",2008,,Americas Conference on Information Systems,,,,,https://aisel.aisnet.org/amcis2008/200,,,,https://dblp.org/rec/conf/amcis/MadlbergerR08,"{'url': {'source': 'md_curated.bib/000129', 'note': ''}, 'language': {'source': 'md_curated.bib/000129', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000154', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000129|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/americas-conference-on-information-systems', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000154', 'md_curated.bib/000129', 'md_dblp.bib/000129']",md_prepared,https://github.com/CoLRev-curations/americas-conference-on-information-systems#MadlbergerRoztocki2008,,eng,,,,,,,,,
MaesDeHaesVanGrembergen2011,inproceedings,How IT Enabled Investments Bring Value to the Business - A Literature Review,"Maes, Kim and De Haes, Steven and Van Grembergen, Wim",2011,,Hawaii International Conference on System Sciences,,,,10.1109/HICSS.2011.227,https://ieeexplore.ieee.org/document/5718951/,,,,https://dblp.org/rec/conf/hicss/MaesHG11,"{'doi': {'source': 'md_curated.bib/000282', 'note': ''}, 'url': {'source': 'md_curated.bib/000282', 'note': ''}, 'curation_id': {'source': 'local_index_title_LIKE_literature_review.bib/000286', 'note': ''}, 'language': {'source': 'LanguageDetector', 'note': ''}, 'colrev.dblp.dblp_key': {'source': 'md_curated.bib/000282|rename-from:dblp_key', 'note': ''}}","{'CURATED': {'source': 'https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences', 'note': ''}}","['local_index_title_LIKE_literature_review.bib/000286', 'md_curated.bib/000282', 'md_dblp.bib/000284']",md_prepared,https://github.com/CoLRev-curations/hawaii-international-conference-on-system-sciences#MaesDeHaesVanGrembergen2011,,eng,,,,,,,,,
Mahmood2001,article,Factors Affecting Information Technology Usage: A Meta-Analysis of the Empirical Literature,"Mahmood, Mo Adam and Hall, Laura and Swanberg, Daniel Leonard",2001,Journal of Organizational Computing and Electronic Commerce,,11,2,107--130,,,,True,,,,,,,,Testing,,,meta-analysis,,False,none,False,True,False,"Technology Acceptance, and Use"
